text_id,paper_title,paper_discipline,student_level,student_gender,speaker_status,speaker_l1,paper_type,token_count,paper_features
EDU.G1.10.1,"Separatism, Americanization, and Catholic Schools",Education,First Year Graduate,Male,NS,,Report,2822,Reference to sources
EDU.G1.11.1,Rethinking Academic Writing About Sexualized Violence,Education,First Year Graduate,Female,NS,,Proposal,5847,"Discussion of results section, Methodology section, Problem-solution pattern, Literature review section, Reference to sources"
EDU.G1.12.1,Professional Development for Child Care Providers,Education,First Year Graduate,Female,NS,,Report,10041,"Methodology section, Discussion of results section, Literature review section, Reference to sources"
EDU.G2.01.1,The Economics of Philippine Education,Education,Second Year Graduate,Male,NNS,"Chinese, Tagalog",Report,4351,"Tables, graphs or figures, Reference to sources"
EDU.G2.01.2,"Language, Literacy, and Policy",Education,Second Year Graduate,Male,NNS,"Chinese, Tagalog",Report,4642,"Problem-solution pattern, Tables, graphs or figures, Reference to sources"
EDU.G2.02.1,Student Informed Reform,Education,Second Year Graduate,Female,NS,,Essay,1216,Reference to sources
EDU.G2.03.1,Diversifying Communities of Practice in Higher Education,Education,Second Year Graduate,Female,NS,,Essay,4122,Reference to sources
EDU.G2.04.1,Beyond Cognitive Skills to Enactment in Sociocultural Contexts,Education,Second Year Graduate,Female,NS,,Critique,1170,Reference to sources
EDU.G3.01.1,Schools and the development of national identity in young children: A justification for comparison,Education,Third Year Graduate,Female,NS,,Proposal,5557,"Definitions, Tables, graphs or figures, Reference to sources"
EDU.G3.03.1,The History of American Education: Two Viewpoints,Education,Third Year Graduate,Female,NS,,Report,793,Reference to sources
EDU.G3.03.2,The Intentions of the Progressive Reformers: Good or Bad?,Education,Third Year Graduate,Female,NS,,Report,1600,Reference to sources
EDU.G3.03.3,American Education: A Force for Democracy and Integration?,Education,Third Year Graduate,Female,NS,,Essay,3353,Reference to sources
EDU.G3.03.4,The Unintended Consequences of Reform,Education,Third Year Graduate,Female,NS,,Report,1060,
EDU.G3.03.5,Immigration and Americanization: Then and Now,Education,Third Year Graduate,Female,NS,,Report,957,
EDU.G3.03.6,Curriculum Changes in the Progressive Era and Great Depression,Education,Third Year Graduate,Female,NS,,Report,717,Reference to sources
EDU.G3.03.7,A Turbulent Decade in the Lives of Three American Families,Education,Third Year Graduate,Female,NS,,Report,791,Reference to sources
EDU.G3.04.1,Growing Trend of Part-time Faculty at Community Colleges,Education,Third Year Graduate,Female,NS,,Report,7314,"Definitions, Tables, graphs or figures, Literature review section, Reference to sources"
ENG.G0.01.1,Woolf's Women,English,Final Year Undergraduate,Female,NS,,Report,1052,Reference to sources
ENG.G0.01.2,Douglas's Declaration,English,Final Year Undergraduate,Female,NS,,Report,482,Reference to sources
ENG.G0.02.1,The Vicar of Wakefield as a Failed Morality Story,English,Final Year Undergraduate,Female,NS,,Essay,1981,Reference to sources
ENG.G0.03.1,HIV-AIDS Funding,English,Final Year Undergraduate,Female,NS,,Essay,2993,Reference to sources
ENG.G0.03.2,William Faulkner's As I Lay Dying,English,Final Year Undergraduate,Female,NS,,Essay,2187,Reference to sources
ENG.G0.04.1,The Absolute Necessity of College Level Writing Courses,English,Final Year Undergraduate,Female,NS,,Essay,743,"Definitions, Reference to sources"
ENG.G0.05.1,People or Property?,English,Final Year Undergraduate,Female,NS,,Essay,1621,Reference to sources
ENG.G0.06.1,My Life Is Not a Movie Starring Michelle Pfeiffer or Hilary Swank,English,Final Year Undergraduate,Female,NS,,CreativeWriting,2077,
ENG.G0.06.2,A (Solitary) Place For Fantasy in Reality,English,Final Year Undergraduate,Female,NS,,Essay,916,Reference to sources
ENG.G0.06.3,Human-Animal Nature in H.G. Wells and Edgar Allen Poe        ,English,Final Year Undergraduate,Female,NS,,Essay,921,Reference to sources
ENG.G0.07.1,Effects of digital age on children's literature,English,Final Year Undergraduate,Female,NS,,Essay,1237,Reference to sources
ENG.G0.09.2,"Historical Places, Violent Spaces: ",English,Final Year Undergraduate,Female,NS,,Essay,2315,Reference to sources
ENG.G0.10.1,Close Reading Paper: The Tempest (4.1.146-163),English,Final Year Undergraduate,Male,NS,,Report,964,
ENG.G0.11.1,Bloom &amp; Martha: Are You Not Happy in Your Home?,English,Final Year Undergraduate,Female,NS,,Essay,1751,
ENG.G0.12.1,Women in Beowulf,English,Final Year Undergraduate,Female,NS,,Essay,1543,Reference to sources
ENG.G0.13.1,The Love Covenant,English,Final Year Undergraduate,Female,NS,,Essay,1776,
ENG.G0.13.2,Abraham Drafted to Team Galatians,English,Final Year Undergraduate,Female,NS,,Report,1543,
ENG.G0.14.1,James Joyce: A Portrait of the Artist as a Young Man,English,Final Year Undergraduate,Female,NS,,Essay,953,
ENG.G0.15.1,Anna Karenina,English,Final Year Undergraduate,Male,NS,,Essay,2294,Reference to sources
ENG.G0.16.1,Humans and Animals in the Book of Genesis,English,Final Year Undergraduate,Male,NS,,Report,1285,"Definitions, Reference to sources"
ENG.G0.17.1,The Grey Zone of Shame,English,Final Year Undergraduate,Male,NS,,Essay,834,Reference to sources
ENG.G0.17.2,"Survival in Auschwitz: Irony, Reality, and Power",English,Final Year Undergraduate,Male,NS,,Report,1104,Reference to sources
ENG.G0.18.1,Individuality and Isolation in Moll Flanders,English,Final Year Undergraduate,Female,NNS,Mandarin Chinese,Essay,1766,Reference to sources
ENG.G0.18.2,Frames and Resistance in Pride and Prejudice,English,Final Year Undergraduate,Female,NNS,Mandarin Chinese,Essay,1765,Reference to sources
ENG.G0.18.3,Satire and Morality in the Vicar of Wakefield,English,Final Year Undergraduate,Female,NNS,Mandarin Chinese,Essay,1747,Reference to sources
ENG.G0.18.4,The Space of Dreams in The Age of Innocence,English,Final Year Undergraduate,Female,NNS,Mandarin Chinese,Essay,1695,Reference to sources
ENG.G0.19.1,A compare and contrast paper using two texts from a Science Fiction course,English,Final Year Undergraduate,Female,NS,,Report,929,
ENG.G0.19.2,Paper on Invisible Man for an American Lit course,English,Final Year Undergraduate,Female,NS,,Essay,1726,Reference to sources
ENG.G0.20.1,Autonomy in Robinson Crusoe,English,Final Year Undergraduate,Male,NS,,Essay,1714,Reference to sources
ENG.G0.21.1,Elevated Language in Beowulf,English,Final Year Undergraduate,Male,NS,,Essay,1670,
ENG.G0.22.1,Autumnal Imagery in Austen's Persuasion,English,Final Year Undergraduate,Female,NS,,Essay,1389,
ENG.G0.22.2,Chaucer's The Franklin's Tale and Boccaccio's Il Filocolo,English,Final Year Undergraduate,Female,NS,,Report,3160,Reference to sources
ENG.G0.23.1,Milton's Relativism ,English,Final Year Undergraduate,Female,NS,,Essay,2105,
ENG.G0.24.1,Contradiction and Religious Critique: The Pardoner in The Canterbury Tales,English,Final Year Undergraduate,Female,NS,,Essay,2925,Reference to sources
ENG.G0.25.1,Sexualized Violence and Identity in Achy Obejas' Memory Mambo,English,Final Year Undergraduate,Female,NS,,Essay,3840,Reference to sources
ENG.G0.26.1,Autoethnography,English,Final Year Undergraduate,Female,NS,,CreativeWriting,1816,Reference to sources
ENG.G0.26.2,Comparison of Hermia in A Midsummer Night's Dream and Jessica in TheMerchant of Venice,English,Final Year Undergraduate,Female,NS,,Essay,1623,"Definitions, Reference to sources"
ENG.G0.27.1,The Representation of Jesus and Women in the Gospel of Mark,English,Final Year Undergraduate,Female,NS,,Essay,2251,Reference to sources
ENG.G0.28.1,Bloom the Critic in Joyce's Ulysses,English,Final Year Undergraduate,Male,NS,,Essay,1936,"Tables, graphs or figures, Reference to sources"
ENG.G0.29.1,Good People Breaking Rules,English,Final Year Undergraduate,Male,NS,,Essay,1486,"Definitions, Reference to sources"
ENG.G0.30.1,SIgnificance of Menstruation in Joyce's Ulysses,English,Final Year Undergraduate,Female,NS,,Critique,2971,
ENG.G0.31.1,"Cursed Inheritances in Go Down, Moses",English,Final Year Undergraduate,Female,NS,,Report,1654,Reference to sources
ENG.G0.31.2,Jack Zipes and Fairy Tales,English,Final Year Undergraduate,Female,NS,,Report,923,"Definitions, Reference to sources"
ENG.G0.32.1,Slavery in Robinson Crusoe,English,Final Year Undergraduate,Male,NS,,Essay,1774,Reference to sources
ENG.G0.33.1,Limited Recovery: Trauma in Obejas' Cuban America,English,Final Year Undergraduate,Male,NS,,Report,2496,
ENG.G0.34.1,The Law of Love,English,Final Year Undergraduate,Male,NS,,Essay,1558,Reference to sources
ENG.G0.34.2,The Words of Love Between Us: The Covenant in Hosea,English,Final Year Undergraduate,Male,NS,,Report,1949,Reference to sources
ENG.G0.34.3,Names of God and Man,English,Final Year Undergraduate,Male,NS,,Report,1776,Reference to sources
ENG.G0.35.1,Less is More: Courtship in Twelfth Night,English,Final Year Undergraduate,Female,NS,,Essay,1850,
ENG.G0.35.2,Andrew Marvell's Definition of Love,English,Final Year Undergraduate,Female,NS,,Essay,1174,Reference to sources
ENG.G0.36.1,Stephen's Deconstruction of Himself in Ulysses,English,Final Year Undergraduate,Male,NS,,Report,2687,Reference to sources
ENG.G0.37.1,The Last Paper I Ever Wrote in College,English,Final Year Undergraduate,Female,NS,,Essay,2297,Reference to sources
ENG.G0.38.1,Roman Polanski's Macbeth,English,Final Year Undergraduate,Female,NS,,ResponsePaper,566,
ENG.G0.38.2,Julie Taymor's Titus,English,Final Year Undergraduate,Female,NS,,ResponsePaper,519,
ENG.G0.38.3,Return to Suomi,English,Final Year Undergraduate,Female,NS,,CreativeWriting,2270,
ENG.G0.39.2,The Image of Mary,English,Final Year Undergraduate,Female,NS,,Essay,1290,Reference to sources
ENG.G0.40.1,Deep Sleep And The Inability To Exist In Works of Fantasy,English,Final Year Undergraduate,Male,NS,,Essay,951,
ENG.G0.41.1,Anti-Aristotelian Kane,English,Final Year Undergraduate,Male,NS,,Essay,1408,Reference to sources
ENG.G0.41.2,"Seasons, Ages, Cycles: All As You Like It",English,Final Year Undergraduate,Male,NS,,Critique,1552,Reference to sources
ENG.G0.41.3,Classical and Modern Representations in O'Neill,English,Final Year Undergraduate,Male,NS,,Essay,1823,Reference to sources
ENG.G0.42.1,Perspectives on the English Revolution,English,Final Year Undergraduate,Female,NS,,Report,1235,
ENG.G0.42.2,Sexuality in Ancient Greece,English,Final Year Undergraduate,Female,NS,,Essay,427,Reference to sources
ENG.G0.43.1,Margery Kempe's Self-Fashioning: Visioning Herself in God,English,Final Year Undergraduate,Female,NS,,Essay,2839,Reference to sources
ENG.G0.43.2,Defining Wild Nature,English,Final Year Undergraduate,Female,NS,,Report,2512,"Definitions, Reference to sources"
ENG.G0.44.1,Eve's Understanding of Natural Patriarchy in Paradise Lost,English,Final Year Undergraduate,Female,NS,,Essay,3092,Reference to sources
ENG.G0.45.1,Charity in Sir Thornhill,English,Final Year Undergraduate,Female,NS,,Essay,1875,Reference to sources
ENG.G0.46.1,With Magic Comes Power: Exploring Marlowe's Doctor Faustus and Shakespeare's The Tempest,English,Final Year Undergraduate,Male,NS,,Essay,2076,Reference to sources
ENG.G0.47.1,Female Bonding in the Novel Roxana,English,Final Year Undergraduate,Female,NNS,Urdu,Essay,983,Reference to sources
ENG.G0.48.1,Creative Exercise in Style and Content,English,Final Year Undergraduate,Female,NS,,Critique,1936,Reference to sources
ENG.G0.49.1,The Purgatory of the Postmodern,English,Final Year Undergraduate,Female,NS,,Essay,1174,Reference to sources
ENG.G0.49.2,"The Officer, Solness, and the Dionysian Man",English,Final Year Undergraduate,Female,NS,,Essay,2124,Reference to sources
ENG.G0.49.3,"This Man Loved Earth, Not Heaven, Enough to Die",English,Final Year Undergraduate,Female,NS,,Essay,2103,Reference to sources
ENG.G0.50.1,Rosamond Vincy and the Real Sphere,English,Final Year Undergraduate,Female,NS,,Report,1587,Reference to sources
ENG.G0.51.1,Rejecting Colonial Memory,English,Final Year Undergraduate,Male,NS,,Essay,1971,Reference to sources
ENG.G0.52.1,Deborah and the Degradation of Israel,English,Final Year Undergraduate,Female,NS,,Essay,1442,
ENG.G0.53.1,Carwin and the Imp of the Perverse,English,Final Year Undergraduate,Female,NS,,Essay,1374,Reference to sources
ENG.G0.54.1,Analysis of T.C. Boyle's A Friend of the Earth,English,Final Year Undergraduate,Female,NS,,Report,2606,
ENG.G0.55.1,Self Destruction in Kindred,English,Final Year Undergraduate,Female,NS,,Essay,1824,Reference to sources
ENG.G0.55.2,Illustrations in Persepolis,English,Final Year Undergraduate,Female,NS,,Essay,1906,Reference to sources
ENG.G0.57.1,"Hire Me, You Know You Want To",English,Third Year Graduate,Female,NNS,Chinese,CreativeWriting,1737,
ENG.G0.58.1,My Reading of Chaucer,English,Third Year Graduate,Male,NNS,Chinese,Essay,2396,"Literature review section, Reference to sources"
ENG.G1.01.1,Clarissa Consumed,English,First Year Graduate,Female,NS,,Report,3640,Reference to sources
ENG.G1.02.1,Seeing Selves in Troilus and Cressida,English,First Year Graduate,Male,NS,,Essay,2763,Reference to sources
ENG.G1.03.1,Theorizing the Analysand Desire,English,First Year Graduate,Female,NS,,Essay,7669,Reference to sources
ENG.G1.04.1,Sports Literacy and Rhetoric as Power,English,First Year Graduate,Female,NS,,Essay,5704,"Definitions, Reference to sources"
ENG.G1.05.1,Yeats and Spenser,English,First Year Graduate,Female,NS,,Essay,2135,Reference to sources
ENG.G1.06.1,Intergenerational Trauma in Nora Okja Keller's Comfort Woman,English,First Year Graduate,Male,NNS,Tamil,Essay,3829,Reference to sources
ENG.G1.07.1,Categorical Entanglement ,English,First Year Graduate,Female,NS,,Report,8744,Reference to sources
ENG.G2.01.1,Messianic Masochism in H. Rider Haggard,English,Second Year Graduate,Male,NS,,Essay,2834,
ENG.G2.02.1,Dramatic Adaptations: Jewish Identity and Narrative Form in The Island Within,English,Second Year Graduate,Male,NS,,Essay,2800,
ENG.G2.02.2,'City Troubles': Miss Lonelyhearts and the Publicized Privacy of Urban Space,English,Second Year Graduate,Male,NS,,Essay,4410,Reference to sources
ENG.G2.03.1,Domesticity in Cold War Black Fiction on the Left,English,Second Year Graduate,Female,NS,,Essay,5928,Reference to sources
ENG.G2.04.1,Augusta Webster Paper,English,Second Year Graduate,Female,NS,,Essay,2264,Reference to sources
ENG.G2.05.1,St. Alban and English Exemplarity,English,Second Year Graduate,Male,NS,,Critique,7007,Reference to sources
ENG.G2.06.1,Jews in the New York Harbor,English,Second Year Graduate,Male,NS,,Report,5096,"Literature review section, Reference to sources"
ENG.G2.07.1,Pedagogical genres,English,Second Year Graduate,Female,NS,,Report,4659,Reference to sources
ENG.G3.03.1,Into the Light: Avedon's Images of Inmates,English,Third Year Graduate,Female,NS,,Critique,5830,Reference to sources
ENG.G3.04.1,Creative Multivalence: Social Engagement in Gwendolyn Brooks's 'Maud Martha',English,Third Year Graduate,Female,NS,,Essay,2735,Reference to sources
HIS.G0.01.1,Unless the Lord Build the House,History,Final Year Undergraduate,Male,NS,,Report,1216,
HIS.G0.02.1,Early 20th century Britain,History,Final Year Undergraduate,Female,NS,,Report,1084,Reference to sources
HIS.G0.02.2,Engaging with Documents,History,Final Year Undergraduate,Female,NS,,Report,803,Reference to sources
HIS.G0.03.1,Smith and Malthus,History,Final Year Undergraduate,Male,NS,,Essay,850,Reference to sources
HIS.G0.03.2,History as a Philosophic Domain,History,Final Year Undergraduate,Male,NS,,Essay,515,Reference to sources
HIS.G0.04.1,'Arrowsmith' Book Report,History,Final Year Undergraduate,Female,NS,,Essay,1924,Reference to sources
HIS.G1.01.1,New Social History,History,First Year Graduate,Female,NS,,Essay,1084,
HIS.G1.02.1,Joan Scott's 'Gender' in 2007,History,First Year Graduate,Female,NS,,Report,2110,
HIS.G1.03.1,Sex Education in East and West Germany,History,First Year Graduate,Male,NS,,Essay,6220,Reference to sources
HIS.G1.04.1,Outsourcing History: On the Necessity of Stepping Out of the Archive,History,First Year Graduate,Female,NNS,Hebrew,Essay,3917,Reference to sources
HIS.G1.05.1,Trickster Travels Review,History,First Year Graduate,Female,NS,,Report,2745,Reference to sources
HIS.G1.05.2,Microhistory Review,History,First Year Graduate,Female,NS,,Critique,1971,Reference to sources
HIS.G1.06.1,Review of Jon T. Coleman's Vicious,History,First Year Graduate,Female,NS,,Report,2504,
HIS.G1.07.1,Marxist Historical Analysis,History,First Year Graduate,Male,NS,,Report,873,Reference to sources
HIS.G1.07.2,Capitalism as a Historical Agent,History,First Year Graduate,Male,NS,,Report,1163,
HIS.G1.08.1,Diaspora and Nation,History,First Year Graduate,Male,NS,,Report,4805,"Literature review section, Reference to sources"
HIS.G1.09.1,A Battle to Remember? Arrian's Ectaxis contra Alanos,History,First Year Graduate,Male,NS,,Report,3309,"Literature review section, Reference to sources"
HIS.G1.10.1,Orientalism and History,History,First Year Graduate,Male,NNS,Korean,Critique,2621,Reference to sources
HIS.G2.01.1,"Crime, Criminal Justice Policy and Space",History,Second Year Graduate,Male,NS,,Report,5212,"Problem-solution pattern, Reference to sources"
HIS.G2.02.1,Whiteness Studies in Labor History,History,Second Year Graduate,Male,NS,,Report,5004,Reference to sources
HIS.G2.03.1,Black feminism response paper,History,Second Year Graduate,Female,NS,,ResponsePaper,881,
HIS.G2.03.2,Black Women and Performance book review,History,Second Year Graduate,Female,NS,,Report,4945,Reference to sources
HIS.G2.04.1,Chechen War Imaginary,History,Second Year Graduate,Male,NS,,Essay,8529,"Definitions, Reference to sources"
HIS.G2.05.1,Medieval pilgrimage guides,History,Second Year Graduate,Female,NS,,Essay,8316,Reference to sources
HIS.G3.01.1,A Gendered Reading of B.R. Ambedkar's Writings and Speeches,History,Third Year Graduate,Female,NS,,Report,4668,Reference to sources
HIS.G3.02.1,Technology in the Indian Ocean,History,Third Year Graduate,Female,NS,,Report,9803,"Tables, graphs or figures, Reference to sources"
IOE.G0.01.1,Improving Process Flow in The Oasis and Integrating a New Deli,Industrial and Operational Engineering,Final Year Undergraduate,Female,NS,,Proposal,1493,"Methodology section, Discussion of results section"
IOE.G0.02.1,Speedometer Design Parameters,Industrial and Operational Engineering,Final Year Undergraduate,Male,NS,,ResearchPaper,2601,"Tables, graphs or figures, Discussion of results section, Methodology section, Problem-solution pattern"
IOE.G0.03.1,Molding Temperature Analysis for Liquid Rubber Supplier ,Industrial and Operational Engineering,Final Year Undergraduate,Male,NS,,Critique,689,"Problem-solution pattern, Tables, graphs or figures"
IOE.G0.03.2,Assembly Tolerance Analysis for BBM ,Industrial and Operational Engineering,Final Year Undergraduate,Male,NS,,Critique,1610,"Discussion of results section, Methodology section, Problem-solution pattern, Tables, graphs or figures"
IOE.G0.04.1,Final Report for the Emergency Department Front End Study to Improve Patient Privacy and Patient and Visitor Flow,Industrial and Operational Engineering,Final Year Undergraduate,Female,NS,,Proposal,6209,"Methodology section, Tables, graphs or figures, Discussion of results section, Reference to sources"
IOE.G0.05.1,The Importance of Anthropometric Data in Product Design,Industrial and Operational Engineering,Final Year Undergraduate,Female,NS,,ResearchPaper,2395,"Definitions, Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
IOE.G0.06.1,External Analysis of the National Society of Black Engineers,Industrial and Operational Engineering,Final Year Undergraduate,Male,NS,,Report,4611,"Tables, graphs or figures"
IOE.G0.07.1,Honda Facility Location Analysis,Industrial and Operational Engineering,Final Year Undergraduate,Male,NS,,Report,2695,"Discussion of results section, Tables, graphs or figures, Reference to sources"
IOE.G0.08.1,E-Dining Expansion Project Proposal,Industrial and Operational Engineering,Final Year Undergraduate,Male,NS,,Proposal,1443,Problem-solution pattern
IOE.G0.09.1,Final Report of E-Dining's New Shipping/Packing Process and Retail Store Layout,Industrial and Operational Engineering,Final Year Undergraduate,Male,NS,,Critique,1562,"Tables, graphs or figures"
IOE.G0.10.1,Rubberland Liquid Rubber Failure Analysis,Industrial and Operational Engineering,Final Year Undergraduate,Female,NS,,ResearchPaper,2017,"Tables, graphs or figures, Methodology section, Definitions, Discussion of results section, Reference to sources"
IOE.G0.11.1,Improving Tuttle Springs Operations,Industrial and Operational Engineering,Final Year Undergraduate,Female,NS,,Proposal,3173,
IOE.G0.12.1,"Choosing between paper towels, cloth toweling rolls and hot air dryers for drying hands",Industrial and Operational Engineering,Final Year Undergraduate,Female,NNS,Bahasa Indonesia,Report,1106,"Discussion of results section, Tables, graphs or figures"
IOE.G0.12.2,Change of Layout and Processes in the Midville Academy Cafeteria,Industrial and Operational Engineering,Final Year Undergraduate,Female,NNS,Bahasa Indonesia,Proposal,2038,
IOE.G0.13.1,Developing a Student Transportation Plan in Downtown Detroit,Industrial and Operational Engineering,Final Year Undergraduate,Male,NS,,Report,3552,"Tables, graphs or figures"
IOE.G1.01.1,Work Methods Analysis for Bagel Preparation ,Industrial and Operational Engineering,First Year Graduate,Male,NS,,ResearchPaper,2016,"Tables, graphs or figures, Methodology section, Problem-solution pattern, Discussion of results section"
IOE.G1.02.1,Society of Automotive Engineers (SAE) Annual Congress Review,Industrial and Operational Engineering,First Year Graduate,Female,NNS,Korean,ResponsePaper,884,
IOE.G1.02.2,Effect on Legibility of Surround Luminance and Background/Character Color,Industrial and Operational Engineering,First Year Graduate,Female,NNS,Korean,ResearchPaper,947,"Tables, graphs or figures, Methodology section, Problem-solution pattern, Discussion of results section, Reference to sources"
IOE.G1.02.3,Hand Grip Force and Coefficient of Friction with Different Materials and Conditions,Industrial and Operational Engineering,First Year Graduate,Female,NNS,Korean,Critique,3337,"Abstract, Tables, graphs or figures, Discussion of results section, Methodology section, Problem-solution pattern, Literature review section, Reference to sources"
IOE.G1.02.4,2D Static Biomechanical Computations,Industrial and Operational Engineering,First Year Graduate,Female,NNS,Korean,ResearchPaper,1453,"Methodology section, Discussion of results section, Tables, graphs or figures"
IOE.G1.03.1,Changing the Game: Representing Innovation Through Football,Industrial and Operational Engineering,First Year Graduate,Male,NS,,Report,1704,Reference to sources
IOE.G1.04.1,A Failed Design or Designed To Fail?,Industrial and Operational Engineering,First Year Graduate,Female,NNS,Marathi,Report,6937,"Tables, graphs or figures, Reference to sources"
IOE.G1.05.1,Complexity Theory: Simplifying Life for Organizational Theorists,Industrial and Operational Engineering,First Year Graduate,Male,NNS,Teluga,Report,6312,"Definitions, Tables, graphs or figures, Reference to sources"
IOE.G1.05.2,To Best or Not to Best,Industrial and Operational Engineering,First Year Graduate,Male,NNS,Teluga,Report,2537,Reference to sources
IOE.G1.06.1,Organizations as Brains: An Information Processing View - An Analysis of the Challenger Disaster,Industrial and Operational Engineering,First Year Graduate,Female,NNS,Chinese,Report,1455,Reference to sources
IOE.G1.07.1,Supplemental Orders Analysis for Materiel Services Center,Industrial and Operational Engineering,First Year Graduate,Female,NS,,ResearchPaper,2520,"Abstract, Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
IOE.G1.08.1,Investigation of MP3 Compression Quality,Industrial and Operational Engineering,First Year Graduate,Male,NS,,ResearchPaper,2839,"Abstract, Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
IOE.G1.09.1,Imagen Healthcare Inventory Sharing Plan,Industrial and Operational Engineering,First Year Graduate,Male,NNS,Hindi,Report,1739,"Methodology section, Discussion of results section, Tables, graphs or figures"
IOE.G1.10.1,Acme Omega Case Study,Industrial and Operational Engineering,First Year Graduate,Male,NNS,Marathi,ResponsePaper,625,"Tables, graphs or figures"
IOE.G1.10.2,Core and Non Core Processes,Industrial and Operational Engineering,First Year Graduate,Male,NNS,Marathi,Report,753,"Definitions, Tables, graphs or figures"
IOE.G1.11.1,Revenue Sharing in the National Bossaball League in Tinland,Industrial and Operational Engineering,First Year Graduate,Male,NNS,Tamil,Report,569,"Problem-solution pattern, Discussion of results section, Tables, graphs or figures"
IOE.G1.11.2,Factory flow benchmarking report,Industrial and Operational Engineering,First Year Graduate,Male,NNS,Tamil,Report,822,
IOE.G2.01.1,Parameter Optimization of High-Fidelity Simulation Using DOE and Response Surface Methods,Industrial and Operational Engineering,Second Year Graduate,Male,NS,,ResearchPaper,2824,"Methodology section, Discussion of results section, Tables, graphs or figures, Reference to sources"
IOE.G2.01.2,Organizations as Cultures ,Industrial and Operational Engineering,Second Year Graduate,Male,NS,,Report,1839,"Tables, graphs or figures, Reference to sources"
IOE.G2.01.3,Managing Change,Industrial and Operational Engineering,Second Year Graduate,Male,NS,,Critique,2020,Reference to sources
IOE.G2.02.1,"Review of Zheng: Optimality of (S,s) Policies",Industrial and Operational Engineering,Second Year Graduate,Male,NS,,Report,544,
IOE.G2.02.2,Convergence of Simulation-Based Policy Iteration,Industrial and Operational Engineering,Second Year Graduate,Male,NS,,Essay,345,
IOE.G2.02.3,Optimality of Randomized Trunk Reservation,Industrial and Operational Engineering,Second Year Graduate,Male,NS,,ResponsePaper,724,
IOE.G2.03.1,Large Scale Optimization Project,Industrial and Operational Engineering,Second Year Graduate,Female,NS,,ResearchPaper,8170,"Discussion of results section, Problem-solution pattern, Tables, graphs or figures"
IOE.G2.04.2,Memo - Project Debriefing,Industrial and Operational Engineering,Second Year Graduate,Female,NS,,Critique,1682,Discussion of results section
IOE.G3.01.1,Water Utility Efficiency Assessment Using a Data Envelopment Analysis ,Industrial and Operational Engineering,Third Year Graduate,Male,NS,,ResearchPaper,4847,"Abstract, Tables, graphs or figures, Discussion of results section, Methodology section, Problem-solution pattern, Reference to sources"
IOE.G3.03.1,Policy Recommendations for Plug-In Hybrid Vehicles,Industrial and Operational Engineering,Third Year Graduate,Male,NS,,Report,4668,"Abstract, Tables, graphs or figures, Reference to sources"
LIN.G0.01.1,Interlanguage Analysis Project,Linguistics,Final Year Undergraduate,Female,NS,,ResearchPaper,1035,"Methodology section, Discussion of results section"
LIN.G0.01.2,Language Lesson Plan,Linguistics,Final Year Undergraduate,Female,NS,,Proposal,1058,"Tables, graphs or figures"
LIN.G0.02.1,Individual Colonies: Dialect Acquisition in Immigrants ,Linguistics,Final Year Undergraduate,Female,NS,,Essay,2667,Reference to sources
LIN.G0.03.1,Attitudes towards and Frequency of Multiple Hedging in Written Academic,Linguistics,Final Year Undergraduate,Female,NS,,ResearchPaper,10670,"Methodology section, Definitions, Discussion of results section, Literature review section, Reference to sources"
LIN.G0.04.1,Instant Messaging: R U Ready 4 It?,Linguistics,Final Year Undergraduate,Female,NNS,Korean,ResearchPaper,2595,"Problem-solution pattern, Discussion of results section, Reference to sources"
LIN.G0.05.1,The Genre Set for Synchronized Swimmers: A Discourse Analysis at Michigan,Linguistics,Final Year Undergraduate,Female,NS,,Report,3792,
LIN.G0.06.1,Distinctive Features of Indo-Pakistani English,Linguistics,Final Year Undergraduate,Male,NS,,Report,5953,Reference to sources
LIN.G0.06.2,A Short Critique of Urdu Teaching Materials,Linguistics,Final Year Undergraduate,Male,NS,,ResponsePaper,922,
LIN.G0.06.3,Using Limericks in English Language Teaching,Linguistics,Final Year Undergraduate,Male,NS,,Report,1472,
LIN.G0.07.1,Announcements of Self-Repair in Micase: an Analysis,Linguistics,Final Year Undergraduate,Female,NS,,ResearchPaper,2648,"Methodology section, Tables, graphs or figures, Discussion of results section, Reference to sources"
LIN.G0.07.2,Age and Input: Which is More Important in Language Learning?,Linguistics,Final Year Undergraduate,Female,NS,,Report,1692,"Problem-solution pattern, Reference to sources"
LIN.G0.07.3,Morphological Deficits in Children with Specific Language Impairment,Linguistics,Final Year Undergraduate,Female,NS,,Report,1765,Reference to sources
LIN.G0.08.1,Nicaraguan Sign Language: The Role of Adult Input in the Formation and Development of a Unique Creole,Linguistics,Final Year Undergraduate,Female,NS,,ResearchPaper,4238,"Abstract, Discussion of results section, Literature review section, Reference to sources"
LIN.G0.09.1,Writing About Portrait Paintings: A Discourse Analysis,Linguistics,Final Year Undergraduate,Female,NS,,Report,3369,Reference to sources
LIN.G0.10.1,Assignment 2: ESL Lesson Plan,Linguistics,Final Year Undergraduate,Female,NS,,Proposal,1519,
LIN.G0.10.2,The Distribution of Anaphoric 'So' in Micase,Linguistics,Final Year Undergraduate,Female,NS,,ResearchPaper,2712,"Methodology section, Tables, graphs or figures, Discussion of results section, Reference to sources"
