rank_eng,count_eng,token
4422,5,sources
4423,5,spasm
4424,5,spending
4425,5,spoke
4426,5,spot
4427,5,stability
4428,5,stable
4429,5,stake
4430,5,static
4431,5,steerage
4432,5,stephens
4433,5,stepped
4434,5,stifling
4435,5,storytelling
4436,5,straight
4437,5,stress
4438,5,strive
4439,5,stuck
4440,5,stylistic
4441,5,sudden
4442,5,sufferers
4443,5,suffers
4444,5,suggestion
4445,5,suit
4446,5,suited
4447,5,superior
4448,5,supply
4449,5,supports
4450,5,surround
4451,5,susan
4452,5,sustained
4453,5,symposium
4454,5,systems
4455,5,talent
4456,5,target
4457,5,taymor
4458,5,tellingly
4459,5,tempest
4460,5,terrain
4461,5,textually
4462,5,theban
4463,5,thematically
4464,5,theseus
4465,5,thither
4466,5,thoroughly
4467,5,threatened
4468,5,threatening
4469,5,throws
4470,5,titus
4471,5,tools
4472,5,torment
4473,5,traded
4474,5,trading
4475,5,trajectory
4476,5,transformed
4477,5,translated
4478,5,trapped
4479,5,trc
4480,5,treating
4481,5,trial
4482,5,triangle
4483,5,trickery
4484,5,tropes
4485,5,unavoidable
4486,5,uncertain
4487,5,uncover
4488,5,undergoes
4489,5,unexpected
4490,5,unfamiliar
4491,5,unhealthy
4492,5,unite
4493,5,unreal
4494,5,unspoken
4495,5,uphold
4496,5,urge
4497,5,urgency
4498,5,utterly
4499,5,valor
4500,5,verses
4501,5,veterans
4502,5,viewpoint
4503,5,vladimir
4504,5,wallpaper
4505,5,warm
4506,5,warp
4507,5,warrior
4508,5,washed
4509,5,watt
4510,5,welcome
4511,5,whitlock
4512,5,winning
4513,5,wisdom
4514,5,wit
4515,5,witnessed
4516,5,womanhood
4517,5,wonderland
4518,5,wonders
4519,5,wood
4520,5,yearns
4521,5,yelling
4522,5,yellow
4523,5,youthful
4524,4,abandons
4525,4,absolution
4526,4,abuses
4527,4,accident
4528,4,accompanied
4529,4,accomplishments
4530,4,accurate
4531,4,acknowledgement
4532,4,acquires
4533,4,acquisition
4534,4,activist
4535,4,actor
4536,4,adequate
4537,4,adhering
4538,4,admission
4539,4,adolescent
4540,4,adopting
4541,4,adopts
4542,4,affiliation
4543,4,affinity
4544,4,affront
4545,4,aforementioned
4546,4,aged
4547,4,agent
4548,4,aggression
4549,4,agrees
4550,4,ah
4551,4,ailing
4552,4,ally
4553,4,alternatively
4554,4,ambitious
4555,4,amongst
4556,4,amounts
4557,4,amphibalus
4558,4,ancestors
4559,4,anew
4560,4,anglo
4561,4,anguish
4562,4,answering
4563,4,antagonist
4564,4,antiretroviral
4565,4,apathy
4566,4,apparatus
4567,4,applies
4568,4,appreciate
4569,4,approximately
4570,4,arbitrary
4571,4,architecture
4572,4,archives
4573,4,arden
4574,4,aren
4575,4,aristotelian
4576,4,armed
4577,4,arrested
4578,4,arrive
4579,4,articulated
4580,4,artifices
4581,4,artistry
4582,4,asceticism
4583,4,asserting
4584,4,assignments
4585,4,assimilated
4586,4,athlete
4587,4,atrocities
4588,4,atrocity
4589,4,aught
4590,4,austere
4591,4,avenues
4592,4,backdrop
4593,4,base
4594,4,basically
4595,4,beg
4596,4,belated
4597,4,berkenkotter
4598,4,betrayal
4599,4,bhabha
4600,4,bildungsroman
4601,4,binding
4602,4,biographical
4603,4,blames
4604,4,blatantly
4605,4,bleak
4606,4,bleeding
4607,4,blend
4608,4,blindness
4609,4,bloodied
4610,4,bones
4611,4,bounded
4612,4,bourgeois
4613,4,brutal
4614,4,brutality
4615,4,buildings
4616,4,burdened
4617,4,bus
4618,4,calm
4619,4,careless
4620,4,carnage
4621,4,carried
4622,4,castle
4623,4,catalyst
4624,4,celebrate
4625,4,celebration
4626,4,celebrity
4627,4,celia
4628,4,chaos
4629,4,characteristic
4630,4,characterizes
4631,4,charge
4632,4,charitable
4633,4,christendom
4634,4,churches
4635,4,circumscribed
4636,4,circumstance
4637,4,climb
4638,4,closes
4639,4,closest
4640,4,clothing
4641,4,co
4642,4,cognitive
4643,4,collapse
4644,4,collected
4645,4,collins
4646,4,colonies
4647,4,combined
4648,4,comfortably
4649,4,commanding
4650,4,committing
4651,4,communicated
4652,4,communicates
4653,4,communist
4654,4,companies
4655,4,compellingly
4656,4,competing
4657,4,completes
4658,4,complicating
4659,4,comprise
4660,4,conceive
4661,4,conceptualizing
4662,4,conclude
4663,4,conduit
4664,4,confronting
4665,4,conquest
4666,4,constancy
4667,4,constantine
4668,4,consumer
4669,4,contemplations
4670,4,contemporaries
4671,4,contempt
4672,4,contention
4673,4,contextually
4674,4,continual
4675,4,continuum
4676,4,contract
4677,4,contributing
4678,4,contribution
4679,4,convenient
4680,4,conversations
4681,4,conversion
4682,4,convert
4683,4,conveys
4684,4,convince
4685,4,coogan
4686,4,coole
4687,4,correspond
4688,4,correspondence
4689,4,couch
4690,4,counternarratives
4691,4,counterparts
4692,4,countess
4693,4,covering
4694,4,crafting
4695,4,creator
4696,4,credit
4697,4,cries
4698,4,criticisms
4699,4,criticizing
4700,4,critiquing
4701,4,crown
4702,4,cultivate
4703,4,cupiditas
4704,4,cursing
4705,4,cuts
4706,4,dallas
4707,4,damned
4708,4,dancing
4709,4,dashed
4710,4,debates
4711,4,debt
4712,4,deceit
4713,4,deceptive
4714,4,decided
4715,4,decidedly
4716,4,declaring
4717,4,dedicated
4718,4,defending
4719,4,degraded
4720,4,deliverance
4721,4,deluded
4722,4,delusions
4723,4,demeanor
4724,4,demon
4725,4,density
4726,4,depend
4727,4,depictions
4728,4,depravity
4729,4,descent
4730,4,desert
4731,4,deserving
4732,4,desiring
4733,4,device
4734,4,devices
4735,4,devoid
4736,4,dictate
4737,4,dictated
4738,4,differential
4739,4,dimensional
4740,4,dimensions
4741,4,diotima
4742,4,discernable
4743,4,disconnect
4744,4,discourses
4745,4,disparate
4746,4,disrupts
4747,4,dissident
4748,4,distanced
4749,4,distinctly
4750,4,distress
4751,4,disturbed
4752,4,document
4753,4,dogma
4754,4,dogs
4755,4,dolphin
4756,4,domain
4757,4,doomed
4758,4,dots
4759,4,doubtless
4760,4,doyles
4761,4,drugs
4762,4,dryden
4763,4,dsm
4764,4,dubious
4765,4,earnest
4766,4,earthly
4767,4,echoed
4768,4,edge
4769,4,edition
4770,4,edmund
4771,4,ego
4772,4,elders
4773,4,elevates
4774,4,elicit
4775,4,eliot
4776,4,elite
4777,4,elizabethan
4778,4,ellis
4779,4,emblem
4780,4,embody
4781,4,emergence
4782,4,empathy
4783,4,emperor
4784,4,empires
4785,4,emulate
4786,4,enable
4787,4,enabled
4788,4,enacted
4789,4,enactment
4790,4,enchanted
4791,4,encouraging
4792,4,endeavors
4793,4,endurance
4794,4,endures
4795,4,enforce
4796,4,engelonde
4797,4,enjoys
4798,4,enslavement
4799,4,entanglement
4800,4,entertainment
4801,4,environments
4802,4,epilogue
4803,4,episodes
4804,4,epistolary
4805,4,er
4806,4,ergi
4807,4,errors
4808,4,espn
4809,4,espouse
4810,4,esteem
4811,4,eternity
4812,4,evaluation
4813,4,exaggerated
4814,4,excesses
4815,4,exciting
4816,4,exclusively
4817,4,excuse
4818,4,existentialist
4819,4,expanded
4820,4,expense
4821,4,expressing
4822,4,expressions
4823,4,extract
4824,4,extravagant
4825,4,fabric
4826,4,factors
4827,4,fancy
4828,4,farmer
4829,4,fashioned
4830,4,fatal
4831,4,faults
4832,4,faulty
4833,4,fearing
4834,4,ffc
4835,4,fickle
4836,4,finality
4837,4,flirtation
4838,4,floor
4839,4,foe
4840,4,folly
4841,4,fool
4842,4,forbids
4843,4,forcefully
4844,4,foregrounded
4845,4,forgets
4846,4,formulated
4847,4,formulations
4848,4,foster
4849,4,foucault
4850,4,founding
4851,4,frail
4852,4,framework
4853,4,frances
4854,4,frees
4855,4,fulfilled
4856,4,gained
4857,4,games
4858,4,gay
4859,4,gentiles
4860,4,geography
4861,4,ghost
4862,4,gifford
4863,4,gilman
4864,4,gospels
4865,4,governing
4866,4,governmental
4867,4,grades
4868,4,graduation
4869,4,grammar
4870,4,grant
4871,4,grown
4872,4,gun
4873,4,guy
4874,4,habits
4875,4,handbook
4876,4,handed
4877,4,harsh
4878,4,hart
4879,4,headed
4880,4,hears
4881,4,heavenly
4882,4,hebrews
4883,4,hector
4884,4,heed
4885,4,heightens
4886,4,helplessness
4887,4,hemorrhaging
4888,4,hence
4889,4,hers
4890,4,hey
4891,4,hiding
4892,4,hill
4893,4,hint
4894,4,historic
4895,4,hitler
4896,4,honesty
4897,4,honorable
4898,4,honoring
4899,4,hopeless
4900,4,hoping
4901,4,host
4902,4,huckin
4903,4,humiliating
4904,4,humor
4905,4,hymns
4906,4,hyper
4907,4,identical
4908,4,ignorance
4909,4,ills
4910,4,illuminate
4911,4,imperialism
4912,4,implemented
4913,4,implying
4914,4,impose
4915,4,impressive
4916,4,inadequate
4917,4,incorporate
4918,4,incorporating
4919,4,incorrect
4920,4,indefinite
4921,4,india
4922,4,indian
4923,4,indicating
4924,4,indication
4925,4,indirect
4926,4,indirectly
4927,4,individualism
4928,4,individuality
4929,4,individuated
4930,4,industrial
4931,4,industrialized
4932,4,inexplicable
4933,4,infected
4934,4,inferiority
4935,4,inflicts
4936,4,informed
4937,4,inhabits
4938,4,inquiry
4939,4,insidious
4940,4,insignificant
4941,4,insistent
4942,4,insomnia
4943,4,instill
4944,4,institutionalized
4945,4,instructors
4946,4,insult
4947,4,integrate
4948,4,internship
4949,4,interrupts
4950,4,intersect
4951,4,interventionist
4952,4,introduce
4953,4,introducing
4954,4,invoke
4955,4,invokes
4956,4,involvement
4957,4,iran
4958,4,irresponsible
4959,4,ithaca
4960,4,janet
4961,4,jewelry
4962,4,joins
4963,4,jud
4964,4,judgments
4965,4,judith
4966,4,justifying
4967,4,kempe
4968,4,kingfisher
4969,4,kirpal
4970,4,kitchen
4971,4,ladies
4972,4,laid
4973,4,laments
4974,4,langenhove
4975,4,latin
4976,4,laura
4977,4,laurel
4978,4,lecture
4979,4,lengths
4980,4,lengthy
4981,4,lesser
4982,4,lets
4983,4,limiting
4984,4,listed
4985,4,listeners
4986,4,lists
4987,4,lo
4988,4,located
4989,4,locates
4990,4,logically
4991,4,louisiana
4992,4,machinery
4993,4,madame
4994,4,magazines
4995,4,magdalene
4996,4,magician
4997,4,malady
4998,4,manifestations
4999,4,mannon
5000,4,markers
5001,4,martin
5002,4,marxist
5003,4,masquerade
5004,4,masterpiece
5005,4,maternal
5006,4,mature
5007,4,maturity
5008,4,measured
5009,4,medb
5010,4,medicine
5011,4,meek
5012,4,memorable
5013,4,menstrual
5014,4,merit
5015,4,metaphorically
5016,4,metaphysical
5017,4,metaphysics
5018,4,microcosm
5019,4,mighty
5020,4,milan
5021,4,mild
5022,4,miles
5023,4,mimic
5024,4,minded
5025,4,minority
5026,4,minutes
5027,4,miserable
5028,4,missing
5029,4,momentarily
5030,4,monarchs
5031,4,monetary
5032,4,monkey
5033,4,monks
5034,4,muted
5035,4,nacha
5036,4,naked
5037,4,narrating
5038,4,nat
5039,4,nay
5040,4,naïve
5041,4,necessitates
5042,4,needing
5043,4,negotiates
5044,4,negotiating
5045,4,nevere
5046,4,nice
5047,4,nightmare
5048,4,noonan
5049,4,north
5050,4,notably
5051,4,noted
5052,4,november
5053,4,nuance
5054,4,objectified
5055,4,obscured
5056,4,occasionally
5057,4,occupation
5058,4,odd
5059,4,offended
5060,4,offensive
5061,4,officials
5062,4,omit
5063,4,oppose
5064,4,opposing
5065,4,oppressed
5066,4,optimism
5067,4,organizing
5068,4,outlet
5069,4,outright
5070,4,overlooked
5071,4,overshadowed
5072,4,overt
5073,4,owe
5074,4,owes
5075,4,owl
5076,4,owned
5077,4,paid
5078,4,paint
5079,4,paints
5080,4,pants
5081,4,paradox
5082,4,paragraphs
5083,4,paralysis
5084,4,park
5085,4,parody
5086,4,participants
5087,4,passenger
5088,4,passionately
5089,4,pathologized
5090,4,pathos
5091,4,pedro
5092,4,penetrating
5093,4,penis
5094,4,penitence
5095,4,perceive
5096,4,perish
5097,4,permanent
5098,4,perpetrators
5099,4,perpetuation
5100,4,persist
5101,4,persona
5102,4,pervasive
5103,4,phase
5104,4,philosophers
5105,4,photographic
5106,4,physician
5107,4,physiological
5108,4,picked
5109,4,pilgrimage
5110,4,pinnacle
5111,4,plane
5112,4,plausible
5113,4,player
5114,4,plea
5115,4,please
5116,4,pleasures
5117,4,plenty
5118,4,poignant
5119,4,poji
5120,4,poorly
5121,4,populated
5122,4,population
5123,4,portable
5124,4,posts
5125,4,powerless
5126,4,practical
5127,4,preaching
5128,4,predicts
5129,4,preserves
5130,4,prevalent
5131,4,preventing
5132,4,prevention
5133,4,preye
5134,4,principally
5135,4,prioress
5136,4,problematize
5137,4,proceed
5138,4,processes
5139,4,proclaims
5140,4,produces
5141,4,profit
5142,4,promoting
5143,4,promotion
5144,4,prophetess
5145,4,propriety
5146,4,prospects
5147,4,prosper
5148,4,prosperous
5149,4,protective
5150,4,provision
5151,4,provokes
5152,4,psychologically
5153,4,puberty
5154,4,pull
5155,4,purposeful
5156,4,pursuit
5157,4,pursuits
5158,4,qualifies
5159,4,questioned
5160,4,quit
5161,4,quo
5162,4,random
5163,4,rapidly
5164,4,rational
5165,4,reacts
5166,4,readership
5167,4,readily
5168,4,realism
5169,4,realist
5170,4,reasoning
5171,4,reb
5172,4,reception
5173,4,recipients
5174,4,reclaim
5175,4,recommends
5176,4,reconcile
5177,4,recreate
5178,4,recreates
5179,4,recruiter
5180,4,recuperation
5181,4,refined
5182,4,refutes
5183,4,regain
5184,4,register
5185,4,regret
5186,4,regulation
5187,4,reiterates
5188,4,relativism
5189,4,release
5190,4,relegate
5191,4,reluctant
5192,4,rendering
5193,4,renders
5194,4,renewal
5195,4,renewed
5196,4,renunciation
5197,4,repent
5198,4,representatives
5199,4,reproduced
5200,4,reproductive
5201,4,resentment
5202,4,resonance
5203,4,resonant
5204,4,responsibilities
5205,4,restore
5206,4,restored
5207,4,restrain
5208,4,rests
5209,4,returned
5210,4,revival
5211,4,rhymes
5212,4,rhyming
5213,4,rid
5214,4,ridden
5215,4,rider
5216,4,rife
5217,4,rigid
5218,4,rigidly
5219,4,rings
5220,4,robert
5221,4,rogue
5222,4,romano
5223,4,roosevelt
5224,4,rude
5225,4,ruminations
5226,4,rupture
5227,4,russian
5228,4,saga
5229,4,sale
5230,4,satisfy
5231,4,scare
5232,4,scheme
5233,4,scripted
5234,4,secretly
5235,4,seed
5236,4,seized
5237,4,select
5238,4,selfishness
5239,4,send
5240,4,sends
5241,4,seventeen
5242,4,shield
5243,4,shirt
5244,4,shore
5245,4,sierra
5246,4,signal
5247,4,signify
5248,4,signifying
5249,4,sincerely
5250,4,singh
5251,4,singularity
5252,4,situate
5253,4,skewed
5254,4,slept
5255,4,smell
5256,4,smooth
5257,4,soliloquy
5258,4,sorrow
5259,4,spare
5260,4,spectators
5261,4,speculation
5262,4,splitting
5263,4,spoken
5264,4,sportsman
5265,4,sportsmanship
5266,4,spurred
5267,4,stared
5268,4,statues
5269,4,stench
5270,4,sterile
5271,4,stieglitz
5272,4,stops
5273,4,strand
5274,4,stream
5275,4,strengthen
5276,4,stricken
5277,4,strictly
5278,4,strikingly
5279,4,stripped
5280,4,strips
5281,4,strongest
5282,4,subordinate
5283,4,subsequently
5284,4,subversion
5285,4,suggestive
5286,4,suitable
5287,4,suitors
5288,4,superlative
5289,4,supremacy
5290,4,surprised
5291,4,surrounded
5292,4,surrounds
5293,4,surviving
5294,4,suspicious
5295,4,swear
5296,4,symbolize
5297,4,synne
5298,4,taming
5299,4,tasks
5300,4,taste
5301,4,teams
5302,4,technique
5303,4,temper
5304,4,temple
5305,4,tended
5306,4,tends
5307,4,tensuan
5308,4,tenth
5309,4,terrible
5310,4,terribly
5311,4,terrified
5312,4,terrifying
5313,4,testifier
5314,4,testify
5315,4,thanks
5316,4,theatre
5317,4,theirs
5318,4,theological
5319,4,ther
5320,4,therapist
5321,4,thin
5322,4,throw
5323,4,tiny
5324,4,tired
5325,4,tongue
5326,4,tortured
5327,4,traditionally
5328,4,transforms
5329,4,traveler
5330,4,treats
5331,4,trees
5332,4,trend
5333,4,trickster
5334,4,trivial
5335,4,trope
5336,4,truncated
5337,4,trusted
5338,4,turmoil
5339,4,unacknowledged
5340,4,unbidden
5341,4,uncertainty
5342,4,unconsciously
5343,4,unequal
5344,4,unifying
5345,4,uninhabited
5346,4,unity
5347,4,universe
5348,4,universities
5349,4,unlikely
5350,4,unrepresentability
5351,4,unsatisfying
5352,4,unstable
5353,4,unsuccessful
5354,4,unsurprisingly
5355,4,unwavering
5356,4,upbringing
5357,4,upset
5358,4,urging
5359,4,useless
5360,4,utmost
5361,4,variation
5362,4,vein
5363,4,venture
5364,4,vibrant
5365,4,victor
5366,4,victorious
5367,4,victory
5368,4,village
5369,4,violate
5370,4,violation
5371,4,virtues
5372,4,vocation
5373,4,void
5374,4,volition
5375,4,w
5376,4,waits
5377,4,wall
5378,4,wandering
5379,4,wars
5380,4,weakness
5381,4,wears
5382,4,websites
5383,4,westward
5384,4,wherever
5385,4,willard
5386,4,willfully
5387,4,wills
5388,4,win
5389,4,wise
5390,4,withered
5391,4,wives
5392,4,woe
5393,4,worlds
5394,4,yield
5395,3,abandonment
5396,3,aberrant
5397,3,aberration
5398,3,abroad
5399,3,absences
5400,3,abstractions
5401,3,accord
5402,3,accordance
5403,3,accusation
5404,3,acquaintance
5405,3,acquainted
5406,3,acted
5407,3,adding
5408,3,adhere
5409,3,adherence
5410,3,admired
5411,3,admittedly
5412,3,adore
5413,3,adult
5414,3,adulterous
5415,3,advance
5416,3,advertisements
5417,3,advisor
5418,3,aeschere
5419,3,affirmed
5420,3,affirming
5421,3,afterlife
5422,3,ago
5423,3,agreed
5424,3,albert
5425,3,alienates
5426,3,allan
5427,3,allegiance
5428,3,alludes
5429,3,allusions
5430,3,alter
5431,3,alteration
5432,3,alternate
5433,3,alternately
5434,3,amalgamation
5435,3,amends
5436,3,ammi
5437,3,amnesiac
5438,3,amusing
5439,3,analogous
5440,3,analyzing
5441,3,andrew
5442,3,angle
5443,3,angst
5444,3,animation
5445,3,announcement
5446,3,anxious
5447,3,anymore
5448,3,apartments
5449,3,aphorisms
5450,3,apology
5451,3,apple
5452,3,applying
5453,3,appreciation
5454,3,appropriateness
5455,3,archaeological
5456,3,archetypal
5457,3,archetype
5458,3,archive
5459,3,armor
5460,3,arose
5461,3,artifacts
5462,3,ascent
5463,3,assist
5464,3,attachments
5465,3,attacked
5466,3,attending
5467,3,attracted
5468,3,attraction
5469,3,atwood
5470,3,austerity
5471,3,authenticity
5472,3,automatically
5473,3,avarice
5474,3,avatar
5475,3,average
5476,3,awaited
5477,3,awake
5478,3,awakening
5479,3,awful
5480,3,awkward
5481,3,b
5482,3,bachelor
5483,3,baltimore
5484,3,barbarian
5485,3,bare
5486,3,barely
5487,3,bath
5488,3,battles
5489,3,beard
5490,3,beasts
5491,3,beaten
5492,3,beatings
5493,3,beats
5494,3,beaufort
5495,3,begehren
5496,3,begs
5497,3,behalf
5498,3,behavioral
5499,3,belatedly
5500,3,belie
5501,3,belly
5502,3,ben
5503,3,beneath
5504,3,beneficial
5505,3,benign
5506,3,bennets
5507,3,bennett
5508,3,beste
5509,3,betray
5510,3,betrays
5511,3,bill
5512,3,blacks
5513,3,blake
5514,3,blatant
5515,3,blindfold
5516,3,boat
5517,3,boldly
5518,3,boldness
5519,3,bonding
5520,3,bonds
5521,3,bookstores
5522,3,bore
5523,3,box
5524,3,brave
5525,3,breakfast
5526,3,breakthrough
5527,3,breeding
5528,3,bremer
5529,3,breuer
5530,3,bride
5531,3,brothel
5532,3,brutish
5533,3,buried
5534,3,burned
5535,3,burney
5536,3,burnt
5537,3,buttocks
5538,3,button
5539,3,buttons
5540,3,canaanites
5541,3,canisters
5542,3,canon
5543,3,cantos
5544,3,captioning
5545,3,captures
5546,3,carefree
5547,3,caribbean
5548,3,carnivorous
5549,3,carrying
5550,3,carve
5551,3,casual
5552,3,catastrophe
5553,3,catharsis
5554,3,celebrated
5555,3,celebrates
5556,3,centrality
5557,3,chains
5558,3,chair
5559,3,champion
5560,3,chances
5561,3,characterize
5562,3,characterizing
5563,3,charters
5564,3,cheese
5565,3,childish
5566,3,chivalric
5567,3,cites
5568,3,civilizations
5569,3,clause
5570,3,cleobulus
5571,3,clever
5572,3,cliché
5573,3,clichés
5574,3,clients
5575,3,cliffs
5576,3,climactic
5577,3,clock
5578,3,closeness
5579,3,closure
5580,3,clout
5581,3,clutching
5582,3,cohesive
5583,3,colloquially
5584,3,colonizing
5585,3,colored
5586,3,comforts
5587,3,command
5588,3,commenting
5589,3,commission
5590,3,commit
5591,3,commits
5592,3,commodity
5593,3,communal
5594,3,communicating
5595,3,communicative
5596,3,compact
5597,3,companion
5598,3,comparatively
5599,3,compare
5600,3,comparisons
5601,3,competitiveness
5602,3,complains
5603,3,completing
5604,3,complicate
5605,3,complicates
5606,3,complications
5607,3,compose
5608,3,composing
5609,3,compounding
5610,3,comprehensive
5611,3,comprised
5612,3,concedes
5613,3,conceit
5614,3,conceived
5615,3,conceptualization
5616,3,conditioning
5617,3,confessions
5618,3,confirm
5619,3,confirmation
5620,3,conflate
5621,3,conflicting
5622,3,conquer
5623,3,conservativism
5624,3,consistently
5625,3,consisting
5626,3,constituent
5627,3,constitutions
5628,3,constructing
5629,3,consumerism
5630,3,contemplate
5631,3,contemplates
5632,3,contends
5633,3,contentment
5634,3,contextualize
5635,3,contradicting
5636,3,controversial
5637,3,controversy
5638,3,conveniences
5639,3,conveying
5640,3,convinces
5641,3,convincing
5642,3,cope
5643,3,corner
5644,3,corporeal
5645,3,correctly
5646,3,corrupted
5647,3,costume
5648,3,count
5649,3,counterpoint
5650,3,countless
5651,3,countryside
5652,3,couplets
5653,3,courageous
5654,3,courtesy
5655,3,courting
5656,3,cowyard
5657,3,coy
5658,3,cps
5659,3,crafted
5660,3,crafts
5661,3,creativity
5662,3,crises
5663,3,crossed
5664,3,crying
5665,3,cubans
5666,3,cue
5667,3,culminates
5668,3,cunning
5669,3,cup
5670,3,customs
5671,3,cutting
5672,3,cynical
5673,3,damage
5674,3,damnation
5675,3,dangers
5676,3,danieli
5677,3,daring
5678,3,das
5679,3,deals
5680,3,debts
5681,3,decay
5682,3,deceive
5683,3,declare
5684,3,declared
5685,3,declining
5686,3,decreasing
5687,3,decree
5688,3,dedalus
5689,3,defeated
5690,3,defense
5691,3,deference
5692,3,deficient
5693,3,defied
5694,3,degeneration
5695,3,deleuze
5696,3,delight
5697,3,deliver
5698,3,demarcation
5699,3,demonstration
5700,3,depends
5701,3,derogatory
5702,3,descendant
5703,3,descendants
5704,3,descriptive
5705,3,deserves
5706,3,desirable
5707,3,desolation
5708,3,despised
5709,3,determines
5710,3,devotional
5711,3,diagnose
5712,3,diagnoses
5713,3,dialectic
5714,3,dichotomies
5715,3,dick
5716,3,dictates
5717,3,didi
5718,3,dietary
5719,3,differing
5720,3,diffuse
5721,3,digestion
5722,3,diminishing
5723,3,diocletian
5724,3,diomedes
5725,3,disappear
5726,3,disappearance
5727,3,disassociation
5728,3,disaster
5729,3,discern
5730,3,discordant
5731,3,discourage
5732,3,discovering
5733,3,discredited
5734,3,discrimination
5735,3,disfigured
5736,3,disguise
5737,3,disguised
5738,3,disguises
5739,3,disillusioned
5740,3,disinherit
5741,3,disintegration
5742,3,dislikes
5743,3,dismal
5744,3,dismiss
5745,3,dismissed
5746,3,disorder
5747,3,disorders
5748,3,displaced
5749,3,disposal
5750,3,disposition
5751,3,dissatisfaction
5752,3,distances
5753,3,distancing
5754,3,distinctive
5755,3,distorting
5756,3,disturbingly
5757,3,diverge
5758,3,doctrine
5759,3,documents
5760,3,dominating
5761,3,doom
5762,3,dora
5763,3,dose
5764,3,doubted
5765,3,dramatically
5766,3,drastically
5767,3,dreadful
5768,3,drinking
5769,3,driver
5770,3,drop
5771,3,drowning
5772,3,dry
5773,3,duel
5774,3,dull
5775,3,dumb
5776,3,dust
5777,3,earl
5778,3,earn
5779,3,ease
5780,3,ecosystem
5781,3,edda
5782,3,edicts
5783,3,edit
5784,3,educator
5785,3,edyburn
5786,3,eerie
5787,3,efficacy
5788,3,elder
5789,3,electric
5790,3,elementary
5791,3,elicits
5792,3,eliding
5793,3,elision
5794,3,embodies
5795,3,embraced
5796,3,emerging
5797,3,eminence
5798,3,encompassing
5799,3,endearing
5800,3,endings
5801,3,engages
5802,3,englishness
5803,3,enjoyed
5804,3,enjoyment
5805,3,enlightenment
5806,3,enormous
5807,3,enquiry
5808,3,ensuing
5809,3,ensures
5810,3,entails
5811,3,enterprise
5812,3,entirety
5813,3,epitomizes
5814,3,equation
5815,3,equivalency
5816,3,erased
5817,3,erection
5818,3,erotic
5819,3,escapes
5820,3,escaping
5821,3,est
5822,3,establishment
5823,3,eternally
5824,3,ethnicity
5825,3,evening
5826,3,evinces
5827,3,evolutionary
5828,3,evolve
5829,3,evolved
5830,3,ex
5831,3,exacerbating
5832,3,exact
5833,3,exalted
5834,3,exceeds
5835,3,exceptions
5836,3,exclaiming
5837,3,excludes
5838,3,exclusionary
5839,3,execution
5840,3,existentialism
5841,3,expand
5842,3,experimentation
5843,3,expert
5844,3,explosive
5845,3,expose
5846,3,exposes
5847,3,extended
5848,3,extending
5849,3,extensively
5850,3,extrapolate
5851,3,facilitate
5852,3,factual
5853,3,fade
5854,3,faded
5855,3,failures
5856,3,fantasies
5857,3,farmhouse
5858,3,fascination
5859,3,fashioning
5860,3,favorable
5861,3,fearful
5862,3,felicity
5863,3,fence
5864,3,fig
5865,3,figuratively
5866,3,figured
5867,3,fill
5868,3,fills
5869,3,financially
5870,3,fingers
5871,3,finish
5872,3,fires
5873,3,firm
5874,3,firsthand
5875,3,fish
5876,3,fitted
5877,3,flawed
5878,3,flaws
5879,3,flock
5880,3,flow
5881,3,fly
5882,3,fodder
5883,3,foil
5884,3,fold
5885,3,fooled
5886,3,forceful
5887,3,foreboding
5888,3,foregrounds
5889,3,foreshadows
5890,3,forgiving
5891,3,formalist
5892,3,formation
5893,3,formations
5894,3,fortitude
5895,3,fortunately
5896,3,forum
5897,3,fox
5898,3,framing
5899,3,frank
5900,3,friendly
5901,3,frightening
5902,3,frozen
5903,3,fruits
5904,3,frye
5905,3,ful
5906,3,fullness
5907,3,funded
5908,3,funds
5909,3,furthers
5910,3,futurity
5911,3,galenic
5912,3,gallagher
5913,3,gang
5914,3,generated
5915,3,genocide
5916,3,gentile
5917,3,gentillesse
5918,3,gentle
5919,3,german
5920,3,germanic
5921,3,gilbert
5922,3,giver
5923,3,glad
5924,3,gogo
5925,3,gothic
5926,3,gotten
5927,3,governed
5928,3,gracious
5929,3,gradually
5930,3,grammatical
5931,3,grandchildren
5932,3,grandiose
5933,3,gravity
5934,3,green
5935,3,grips
5936,3,groped
5937,3,grounds
5938,3,grows
5939,3,guards
5940,3,guesses
5941,3,guidance
5942,3,guidebook
5943,3,guitarist
5944,3,haapamaki
5945,3,habitat
5946,3,hadde
5947,3,hagiographic
5948,3,halfway
5949,3,hallucinatory
5950,3,halves
5951,3,handful
5952,3,handle
5953,3,hang
5954,3,hangs
5955,3,happiest
5956,3,harder
5957,3,harkin
5958,3,harming
5959,3,harshly
5960,3,haunts
5961,3,haven
5962,3,heading
5963,3,heat
5964,3,heated
5965,3,heavier
5966,3,heightened
5967,3,heirs
5968,3,helper
5969,3,helpless
5970,3,hem
5971,3,heroine
5972,3,hindered
5973,3,historian
5974,3,hit
5975,3,hod
5976,3,hole
5977,3,holes
5978,3,holman
5979,3,homeland
5980,3,honour
5981,3,horrific
5982,3,hos
5983,3,hostile
5984,3,hostility
5985,3,housed
5986,3,hrothgar
5987,3,humanistic
5988,3,humiliation
5989,3,humorous
